match_id,inning,over,ball,batsman_runs,bowler_runs,is_wicket,total_runs
117,2,13,3,2.0,4.0,0,6.0
90,1,16,5,3.0,1.0,0,4.0
134,1,17,5,6.0,0.0,0,6.0
22,1,4,5,3.0,0.0,0,3.0
152,2,14,6,1.0,2.0,0,3.0
197,1,19,3,6.0,0.0,0,6.0
190,1,11,5,0.0,1.0,0,1.0
128,1,7,2,0.0,1.0,0,1.0
45,2,1,2,2.0,0.0,1,2.0
30,2,1,1,1.0,2.0,0,3.0
91,2,11,4,1.0,4.0,0,5.0
114,2,3,1,4.0,0.0,0,4.0
47,1,14,5,6.0,2.0,0,8.0
100,2,19,2,4.0,0.0,0,4.0
115,1,4,6,1.0,4.0,0,5.0
47,2,6,3,3.0,4.0,0,7.0
103,2,6,4,0.0,2.0,0,2.0
94,1,13,6,0.0,6.0,1,6.0
20,2,9,4,6.0,0.0,1,6.0
80,2,9,1,0.0,4.0,0,4.0
116,1,8,1,4.0,6.0,1,10.0
42,1,16,5,4.0,2.0,0,6.0
190,2,2,2,6.0,4.0,0,10.0
12,2,14,4,3.0,1.0,0,4.0
151,1,19,3,0.0,0.0,1,0.0
53,2,9,3,3.0,0.0,0,3.0
135,2,20,4,4.0,3.0,0,7.0
181,1,3,5,3.0,2.0,0,5.0
114,1,12,1,1.0,1.0,0,2.0
6,1,11,5,0.0,4.0,0,4.0
171,2,1,2,4.0,4.0,0,8.0
122,1,9,4,0.0,3.0,1,3.0
9,1,11,3,4.0,3.0,1,7.0
168,1,18,4,6.0,1.0,1,7.0
64,1,18,1,1.0,1.0,0,2.0
99,2,19,4,4.0,0.0,0,4.0
185,1,15,5,2.0,2.0,0,4.0
30,2,14,5,0.0,4.0,1,4.0
105,2,9,3,3.0,6.0,0,9.0
88,2,3,1,0.0,1.0,0,1.0
117,2,7,1,3.0,4.0,1,7.0
143,1,6,1,6.0,6.0,1,12.0
46,2,16,1,6.0,6.0,0,12.0
168,2,11,1,4.0,6.0,0,10.0
101,2,19,4,4.0,4.0,0,8.0
77,1,6,2,0.0,1.0,1,1.0
67,1,19,6,3.0,6.0,1,9.0
192,2,2,5,2.0,4.0,0,6.0
53,2,20,4,0.0,2.0,1,2.0
150,1,13,1,0.0,6.0,0,6.0
32,2,1,2,0.0,1.0,0,1.0
131,2,20,1,1.0,1.0,0,2.0
63,2,6,5,6.0,2.0,1,8.0
30,1,6,6,0.0,0.0,0,0.0
52,2,4,2,2.0,2.0,0,4.0
131,2,13,6,0.0,0.0,0,0.0
167,1,13,3,2.0,4.0,0,6.0
67,2,6,6,0.0,6.0,0,6.0
113,2,4,4,0.0,3.0,1,3.0
44,1,9,6,4.0,0.0,1,4.0
62,2,18,4,2.0,2.0,1,4.0
14,1,14,6,4.0,2.0,1,6.0
13,2,9,4,0.0,0.0,0,0.0
80,2,4,2,1.0,0.0,0,1.0
92,1,14,4,2.0,4.0,1,6.0
45,2,6,5,2.0,2.0,0,4.0
184,1,7,2,4.0,1.0,1,5.0
189,1,5,6,3.0,3.0,0,6.0
14,1,20,5,3.0,6.0,0,9.0
3,2,16,4,4.0,3.0,1,7.0
138,1,10,2,4.0,4.0,1,8.0
183,1,17,2,0.0,1.0,0,1.0
131,2,13,4,0.0,3.0,1,3.0
35,2,12,6,6.0,4.0,1,10.0
14,2,7,3,1.0,2.0,1,3.0
68,1,15,1,6.0,6.0,0,12.0
74,2,17,6,1.0,4.0,1,5.0
69,1,1,2,1.0,1.0,0,2.0
10,1,7,4,0.0,3.0,1,3.0
196,2,13,5,0.0,3.0,0,3.0
179,1,9,6,4.0,4.0,1,8.0
138,2,2,1,6.0,6.0,0,12.0
98,1,3,3,3.0,6.0,1,9.0
69,2,17,6,2.0,4.0,1,6.0
119,1,3,2,2.0,0.0,0,2.0
42,2,17,4,6.0,2.0,0,8.0
98,1,16,3,6.0,2.0,0,8.0
112,1,7,1,0.0,0.0,1,0.0
54,2,16,4,0.0,3.0,1,3.0
13,2,17,6,6.0,2.0,1,8.0
126,2,13,1,0.0,2.0,0,2.0
4,2,3,5,1.0,4.0,0,5.0
191,1,4,3,0.0,0.0,0,0.0
88,2,12,2,1.0,4.0,1,5.0
167,2,13,5,1.0,4.0,0,5.0
194,2,12,5,1.0,3.0,1,4.0
113,1,16,1,1.0,0.0,0,1.0
82,2,17,6,6.0,6.0,0,12.0
25,2,3,5,2.0,2.0,0,4.0
186,1,17,6,0.0,6.0,0,6.0
199,2,9,1,1.0,4.0,0,5.0
194,1,6,5,1.0,4.0,1,5.0
74,2,5,2,0.0,0.0,0,0.0
168,1,15,3,3.0,6.0,1,9.0
194,1,12,5,1.0,3.0,0,4.0
109,1,8,5,3.0,4.0,1,7.0
48,1,2,3,2.0,0.0,0,2.0
56,1,10,1,3.0,2.0,1,5.0
149,1,2,5,6.0,0.0,0,6.0
144,2,10,6,3.0,6.0,0,9.0
177,2,13,4,2.0,0.0,0,2.0
42,1,9,5,4.0,1.0,0,5.0
171,1,14,2,3.0,2.0,0,5.0
81,2,2,3,6.0,0.0,0,6.0
164,1,6,3,3.0,0.0,1,3.0
75,1,17,1,6.0,0.0,1,6.0
119,1,8,4,2.0,2.0,0,4.0
151,2,12,4,0.0,2.0,0,2.0
78,2,9,2,4.0,1.0,0,5.0
159,1,13,4,1.0,6.0,0,7.0
40,2,9,5,0.0,4.0,0,4.0
37,1,20,2,3.0,2.0,0,5.0
39,2,10,6,3.0,4.0,0,7.0
63,2,20,6,6.0,3.0,0,9.0
54,1,7,1,4.0,6.0,0,10.0
148,1,15,3,0.0,0.0,0,0.0
15,1,16,1,6.0,4.0,1,10.0
115,2,14,3,0.0,1.0,0,1.0
92,2,18,2,3.0,3.0,0,6.0
81,1,2,4,2.0,0.0,0,2.0
78,2,10,5,0.0,3.0,1,3.0
49,2,8,5,1.0,4.0,0,5.0
44,1,10,3,1.0,0.0,0,1.0
173,2,14,3,6.0,1.0,0,7.0
90,2,7,5,1.0,6.0,0,7.0
8,1,6,2,0.0,6.0,0,6.0
84,1,9,5,4.0,4.0,0,8.0
188,2,8,2,4.0,0.0,0,4.0
189,1,13,5,3.0,2.0,1,5.0
28,2,5,3,1.0,3.0,1,4.0
10,2,13,2,3.0,3.0,0,6.0
38,1,2,3,6.0,2.0,0,8.0
64,1,20,6,4.0,4.0,0,8.0
99,1,16,1,4.0,2.0,0,6.0
172,2,10,6,3.0,3.0,0,6.0
52,2,1,5,3.0,0.0,0,3.0
117,1,13,4,3.0,0.0,1,3.0
185,1,19,2,6.0,3.0,0,9.0
63,1,11,3,0.0,2.0,1,2.0
99,1,4,6,1.0,6.0,1,7.0
129,2,4,1,0.0,2.0,1,2.0
37,1,6,4,0.0,3.0,0,3.0
183,1,19,6,0.0,3.0,0,3.0
43,1,14,3,6.0,0.0,0,6.0
95,2,3,4,0.0,4.0,0,4.0
88,1,5,4,6.0,3.0,1,9.0
63,1,13,2,4.0,3.0,0,7.0
50,1,10,2,6.0,2.0,0,8.0
69,2,12,1,6.0,1.0,0,7.0
192,2,7,5,0.0,2.0,0,2.0
53,1,9,3,2.0,2.0,1,4.0
69,2,4,3,0.0,4.0,1,4.0
38,2,17,5,6.0,0.0,0,6.0
54,1,14,4,0.0,6.0,0,6.0
172,2,9,4,0.0,1.0,1,1.0
62,2,1,3,3.0,2.0,0,5.0
54,1,4,1,3.0,3.0,0,6.0
171,1,1,1,3.0,0.0,1,3.0
106,2,11,1,3.0,0.0,0,3.0
126,2,18,4,0.0,6.0,0,6.0
73,1,3,3,6.0,1.0,1,7.0
67,1,13,4,6.0,6.0,0,12.0
4,1,3,4,2.0,0.0,0,2.0
46,2,17,4,4.0,1.0,0,5.0
81,2,1,2,0.0,2.0,0,2.0
153,2,5,2,3.0,1.0,0,4.0
135,1,6,6,2.0,2.0,0,4.0
148,1,15,5,3.0,1.0,0,4.0
197,2,2,6,6.0,2.0,0,8.0
18,1,19,2,6.0,0.0,1,6.0
155,1,19,6,6.0,4.0,0,10.0
78,1,15,3,3.0,6.0,0,9.0
131,1,2,3,0.0,3.0,1,3.0
65,1,13,1,1.0,0.0,0,1.0
87,1,10,2,0.0,4.0,0,4.0
4,1,12,6,3.0,4.0,1,7.0
122,1,4,3,3.0,2.0,0,5.0
13,1,19,4,0.0,3.0,1,3.0
107,1,16,3,2.0,1.0,0,3.0
168,2,13,1,1.0,4.0,1,5.0
100,1,4,4,6.0,6.0,1,12.0
129,1,1,5,4.0,4.0,0,8.0
177,2,18,2,0.0,0.0,0,0.0
81,1,18,1,6.0,0.0,0,6.0
20,1,8,6,6.0,1.0,1,7.0
173,1,5,5,3.0,3.0,0,6.0
180,1,17,1,6.0,1.0,1,7.0
198,1,1,6,1.0,3.0,1,4.0
163,2,14,1,0.0,0.0,0,0.0
115,1,14,6,1.0,0.0,1,1.0
77,1,9,4,3.0,0.0,0,3.0
108,1,4,2,6.0,0.0,1,6.0
99,2,14,2,2.0,2.0,1,4.0
146,2,11,2,0.0,2.0,1,2.0
175,1,7,3,2.0,4.0,1,6.0
35,2,8,6,0.0,4.0,1,4.0
188,2,6,1,1.0,6.0,1,7.0
143,1,6,6,2.0,0.0,0,2.0
147,1,4,2,3.0,4.0,0,7.0
33,2,20,5,2.0,3.0,0,5.0
73,1,16,3,0.0,0.0,0,0.0
32,1,7,2,2.0,1.0,0,3.0
9,2,3,6,6.0,3.0,0,9.0
172,2,8,1,2.0,3.0,0,5.0
7,1,15,5,0.0,6.0,0,6.0
8,2,17,5,2.0,4.0,1,6.0
96,1,17,4,4.0,3.0,1,7.0
97,2,9,5,6.0,4.0,0,10.0
143,1,17,3,1.0,2.0,1,3.0
110,2,7,6,4.0,0.0,0,4.0
84,2,12,4,2.0,4.0,0,6.0
8,1,5,1,3.0,0.0,0,3.0
165,1,8,3,2.0,6.0,0,8.0
85,1,9,2,1.0,1.0,1,2.0
63,2,1,1,6.0,2.0,0,8.0
114,2,11,4,1.0,4.0,1,5.0
198,1,14,3,2.0,1.0,0,3.0
116,1,8,4,1.0,6.0,1,7.0
43,1,6,3,2.0,0.0,0,2.0
154,1,20,6,0.0,0.0,1,0.0
88,1,4,1,6.0,0.0,0,6.0
77,2,6,4,4.0,1.0,1,5.0
78,2,15,4,3.0,6.0,0,9.0
119,1,14,2,6.0,0.0,0,6.0
179,1,7,4,2.0,0.0,0,2.0
95,2,18,1,2.0,1.0,1,3.0
19,2,15,5,2.0,2.0,1,4.0
175,2,7,4,0.0,0.0,0,0.0
169,2,13,5,1.0,3.0,0,4.0
198,2,10,1,4.0,0.0,0,4.0
178,2,16,1,0.0,0.0,1,0.0
104,1,13,4,6.0,3.0,0,9.0
171,2,15,2,4.0,0.0,1,4.0
32,2,19,4,2.0,4.0,0,6.0
115,2,4,6,2.0,2.0,1,4.0
150,1,18,4,3.0,2.0,0,5.0
24,1,16,5,1.0,4.0,0,5.0
29,2,1,3,0.0,2.0,0,2.0
65,1,10,1,0.0,3.0,0,3.0
136,2,19,6,0.0,1.0,0,1.0
31,1,6,6,3.0,4.0,0,7.0
200,1,15,6,2.0,1.0,0,3.0
123,2,14,6,2.0,1.0,0,3.0
179,1,20,3,6.0,0.0,1,6.0
129,2,7,3,1.0,4.0,0,5.0
35,1,19,4,6.0,0.0,0,6.0
18,2,13,3,0.0,1.0,0,1.0
52,1,10,2,4.0,0.0,0,4.0
188,2,15,5,6.0,6.0,0,12.0
68,1,8,6,6.0,3.0,0,9.0
51,1,3,6,1.0,4.0,0,5.0
140,1,1,5,3.0,3.0,0,6.0
110,1,10,3,0.0,3.0,0,3.0
54,1,16,1,4.0,1.0,0,5.0
96,2,16,3,3.0,0.0,0,3.0
89,2,14,4,6.0,4.0,0,10.0
184,2,4,4,3.0,6.0,0,9.0
62,1,15,2,6.0,4.0,1,10.0
124,2,10,3,0.0,1.0,0,1.0
100,2,16,5,6.0,6.0,1,12.0
109,2,10,2,4.0,1.0,1,5.0
133,2,19,2,1.0,0.0,1,1.0
84,1,16,2,6.0,0.0,1,6.0
85,1,15,5,4.0,1.0,1,5.0
5,2,11,3,6.0,0.0,1,6.0
194,2,13,5,6.0,3.0,1,9.0
73,1,14,4,1.0,2.0,0,3.0
52,1,2,3,1.0,6.0,0,7.0
45,1,3,3,3.0,0.0,0,3.0
37,2,20,5,1.0,3.0,0,4.0
29,2,16,3,2.0,1.0,1,3.0
57,1,18,2,6.0,2.0,0,8.0
58,2,6,3,3.0,0.0,0,3.0
2,1,8,3,4.0,3.0,0,7.0
92,2,6,3,6.0,3.0,0,9.0
67,1,15,3,6.0,0.0,0,6.0
152,1,18,3,2.0,0.0,1,2.0
183,2,6,5,0.0,1.0,1,1.0
32,2,6,4,6.0,3.0,0,9.0
147,2,14,5,4.0,3.0,1,7.0
4,2,10,1,2.0,3.0,0,5.0
72,2,8,4,4.0,0.0,0,4.0
199,1,18,1,3.0,1.0,0,4.0
121,1,20,6,0.0,1.0,0,1.0
151,1,11,6,1.0,6.0,0,7.0
199,2,15,5,2.0,0.0,0,2.0
75,2,12,2,2.0,3.0,0,5.0
170,2,19,6,3.0,2.0,0,5.0
100,2,3,1,1.0,1.0,0,2.0
78,1,15,5,0.0,1.0,0,1.0
21,1,3,3,0.0,4.0,1,4.0
130,1,12,2,1.0,0.0,1,1.0
138,2,7,1,0.0,6.0,0,6.0
91,1,5,6,1.0,3.0,0,4.0
148,2,2,5,2.0,2.0,0,4.0
148,2,14,4,2.0,2.0,0,4.0
11,1,18,5,3.0,6.0,1,9.0
190,1,17,2,4.0,0.0,0,4.0
192,2,3,4,0.0,0.0,0,0.0
53,1,4,4,3.0,4.0,0,7.0
179,2,11,3,0.0,1.0,1,1.0
97,1,13,4,0.0,1.0,0,1.0
126,2,18,6,0.0,4.0,1,4.0
55,2,12,2,3.0,0.0,1,3.0
162,2,6,1,0.0,2.0,1,2.0
152,1,12,1,4.0,6.0,1,10.0
170,2,4,2,0.0,4.0,0,4.0
185,2,17,3,6.0,3.0,0,9.0
112,2,5,4,4.0,3.0,0,7.0
83,2,1,3,0.0,0.0,0,0.0
55,2,14,4,3.0,6.0,0,9.0
84,1,7,5,6.0,1.0,1,7.0
199,2,7,3,6.0,0.0,0,6.0
198,1,12,5,3.0,1.0,0,4.0
96,2,17,1,6.0,2.0,0,8.0
99,1,5,4,1.0,0.0,0,1.0
30,1,13,5,1.0,6.0,1,7.0
86,1,17,4,6.0,3.0,1,9.0
148,1,19,2,6.0,0.0,0,6.0
98,2,2,4,3.0,1.0,0,4.0
110,1,15,6,6.0,2.0,0,8.0
187,2,19,5,6.0,0.0,0,6.0
53,2,1,4,6.0,3.0,1,9.0
170,1,2,5,1.0,0.0,1,1.0
109,2,5,2,4.0,3.0,1,7.0
98,2,12,2,3.0,0.0,0,3.0
151,2,19,6,3.0,4.0,1,7.0
90,1,4,6,4.0,6.0,0,10.0
161,1,13,2,0.0,6.0,0,6.0
39,1,14,2,3.0,0.0,0,3.0
61,1,9,3,6.0,3.0,0,9.0
154,2,18,5,2.0,4.0,1,6.0
97,1,4,5,0.0,3.0,0,3.0
198,1,4,5,1.0,1.0,0,2.0
72,1,15,5,0.0,2.0,1,2.0
73,2,8,6,1.0,1.0,0,2.0
146,1,2,2,1.0,0.0,0,1.0
170,1,6,3,0.0,3.0,0,3.0
146,2,12,6,6.0,6.0,0,12.0
106,1,3,6,4.0,3.0,1,7.0
90,2,3,4,3.0,0.0,1,3.0
110,2,1,3,2.0,3.0,1,5.0
73,2,13,3,6.0,6.0,0,12.0
25,1,5,4,2.0,3.0,0,5.0
44,2,7,3,0.0,3.0,1,3.0
119,1,7,3,2.0,2.0,1,4.0
6,1,3,5,1.0,2.0,0,3.0
161,2,7,5,0.0,0.0,0,0.0
16,1,7,1,6.0,3.0,1,9.0
93,2,8,2,1.0,3.0,0,4.0
32,1,12,3,4.0,1.0,0,5.0
21,2,17,3,6.0,3.0,0,9.0
117,2,19,5,6.0,1.0,1,7.0
71,2,19,2,4.0,1.0,1,5.0
53,1,10,2,2.0,2.0,0,4.0
13,1,1,4,2.0,2.0,1,4.0
88,1,17,1,3.0,6.0,0,9.0
135,1,13,4,6.0,6.0,0,12.0
2,1,15,3,0.0,6.0,0,6.0
37,1,2,4,3.0,4.0,0,7.0
14,2,7,6,1.0,3.0,0,4.0
38,2,12,1,3.0,3.0,1,6.0
8,1,11,1,0.0,1.0,0,1.0
24,2,4,4,4.0,0.0,1,4.0
163,2,16,1,2.0,1.0,0,3.0
156,1,8,2,1.0,4.0,1,5.0
84,1,15,5,0.0,6.0,0,6.0
88,1,7,4,1.0,0.0,0,1.0
169,2,5,1,2.0,1.0,0,3.0
199,1,14,5,3.0,6.0,1,9.0
98,1,3,1,6.0,6.0,0,12.0
137,1,8,5,6.0,0.0,0,6.0
13,2,10,3,3.0,2.0,0,5.0
171,2,19,3,0.0,0.0,0,0.0
166,2,15,1,1.0,6.0,0,7.0
86,2,14,3,1.0,6.0,0,7.0
174,1,3,1,3.0,4.0,0,7.0
19,2,1,6,6.0,0.0,0,6.0
165,2,4,4,2.0,2.0,1,4.0
189,2,16,2,0.0,6.0,0,6.0
24,2,11,3,3.0,6.0,1,9.0
161,1,1,4,0.0,6.0,0,6.0
106,1,8,5,1.0,2.0,1,3.0
103,2,12,3,0.0,0.0,0,0.0
49,1,17,6,1.0,3.0,0,4.0
146,1,4,1,6.0,1.0,0,7.0
199,2,18,4,6.0,2.0,1,8.0
30,1,12,2,2.0,0.0,0,2.0
15,2,3,2,2.0,0.0,0,2.0
191,2,19,6,3.0,3.0,1,6.0
198,2,6,1,6.0,3.0,0,9.0
22,1,8,4,0.0,6.0,1,6.0
23,1,5,6,0.0,1.0,0,1.0
58,1,17,2,1.0,4.0,0,5.0
3,2,12,3,1.0,2.0,1,3.0
80,2,8,5,2.0,6.0,0,8.0
73,1,17,4,1.0,2.0,0,3.0
32,1,14,4,6.0,0.0,0,6.0
133,1,11,3,4.0,0.0,0,4.0
120,1,2,6,4.0,4.0,0,8.0
120,1,9,5,4.0,4.0,0,8.0
185,1,14,2,0.0,0.0,0,0.0
66,1,16,2,2.0,0.0,0,2.0
175,1,1,1,0.0,1.0,0,1.0
48,1,3,6,6.0,1.0,1,7.0
158,1,18,5,6.0,6.0,1,12.0
113,2,13,5,3.0,4.0,1,7.0
125,2,16,6,0.0,4.0,0,4.0
187,1,13,6,3.0,3.0,0,6.0
155,2,9,1,1.0,2.0,0,3.0
119,2,10,6,1.0,3.0,1,4.0
183,1,7,5,6.0,1.0,0,7.0
154,1,1,5,0.0,6.0,0,6.0
175,1,13,2,2.0,0.0,0,2.0
152,2,6,1,6.0,3.0,0,9.0
167,1,12,2,6.0,0.0,0,6.0
177,1,4,5,0.0,0.0,1,0.0
30,2,9,3,2.0,0.0,1,2.0
2,1,11,4,3.0,0.0,1,3.0
9,2,14,3,3.0,0.0,0,3.0
72,2,14,1,6.0,4.0,0,10.0
84,1,4,4,1.0,1.0,1,2.0
88,2,15,1,4.0,4.0,0,8.0
35,1,11,2,0.0,0.0,0,0.0
121,2,19,2,4.0,1.0,0,5.0
83,1,18,5,6.0,1.0,1,7.0
93,2,13,1,3.0,3.0,1,6.0
163,1,13,1,4.0,6.0,0,10.0
139,1,18,6,0.0,0.0,0,0.0
178,2,15,4,4.0,6.0,0,10.0
79,1,12,1,2.0,2.0,0,4.0
135,1,11,2,2.0,0.0,0,2.0
192,1,4,6,0.0,0.0,1,0.0
86,2,11,6,2.0,2.0,0,4.0
31,1,8,1,3.0,0.0,1,3.0
29,1,15,2,4.0,2.0,0,6.0
7,1,11,6,0.0,0.0,0,0.0
173,1,9,5,6.0,0.0,0,6.0
157,1,8,4,3.0,6.0,0,9.0
40,2,1,2,1.0,0.0,1,1.0
152,2,8,3,3.0,0.0,0,3.0
99,2,8,6,0.0,3.0,1,3.0
93,2,10,6,0.0,2.0,0,2.0
166,1,1,5,0.0,0.0,0,0.0
52,2,4,1,3.0,1.0,1,4.0
13,1,2,3,0.0,2.0,1,2.0
33,1,12,5,0.0,1.0,0,1.0
73,2,17,1,1.0,0.0,0,1.0
161,2,20,3,6.0,6.0,1,12.0
104,1,10,1,1.0,2.0,1,3.0
43,2,11,5,0.0,2.0,1,2.0
116,1,10,5,0.0,4.0,0,4.0
120,1,5,6,0.0,3.0,0,3.0
58,2,9,5,0.0,0.0,1,0.0
81,1,8,3,6.0,6.0,1,12.0
115,1,7,4,2.0,3.0,0,5.0
8,2,17,3,0.0,6.0,0,6.0
93,2,8,1,2.0,2.0,1,4.0
7,1,15,2,3.0,4.0,0,7.0
115,1,6,2,3.0,2.0,0,5.0
4,1,9,3,6.0,0.0,0,6.0
53,2,2,5,4.0,0.0,0,4.0
99,2,8,5,2.0,1.0,0,3.0
10,1,17,3,1.0,0.0,0,1.0
72,1,5,5,6.0,6.0,0,12.0
189,1,2,3,3.0,6.0,0,9.0
195,1,8,1,2.0,1.0,0,3.0
65,1,18,5,1.0,3.0,0,4.0
6,1,5,6,0.0,4.0,0,4.0
126,2,20,3,2.0,6.0,1,8.0
151,2,15,1,1.0,6.0,0,7.0
81,1,7,3,1.0,3.0,1,4.0
122,2,10,5,6.0,3.0,0,9.0
133,2,16,3,0.0,3.0,0,3.0
121,1,13,6,4.0,1.0,0,5.0
138,1,19,4,0.0,1.0,0,1.0
188,1,4,3,6.0,0.0,0,6.0
18,1,5,1,3.0,6.0,0,9.0
92,1,16,2,4.0,4.0,0,8.0
166,2,1,1,0.0,3.0,0,3.0
28,2,7,2,0.0,3.0,0,3.0
157,1,1,4,1.0,3.0,0,4.0
159,1,10,1,2.0,6.0,1,8.0
30,2,6,4,4.0,0.0,1,4.0
127,1,15,1,6.0,2.0,0,8.0
177,1,7,5,0.0,0.0,1,0.0
15,1,8,2,2.0,0.0,0,2.0
146,2,2,1,0.0,0.0,0,0.0
77,1,3,3,1.0,2.0,0,3.0
40,1,20,3,1.0,2.0,1,3.0
127,1,16,3,6.0,3.0,1,9.0
85,2,15,1,1.0,1.0,0,2.0
144,2,10,2,3.0,1.0,0,4.0
35,1,1,5,3.0,0.0,0,3.0
70,1,17,1,1.0,3.0,0,4.0
169,2,4,1,2.0,2.0,0,4.0
194,2,19,6,3.0,1.0,0,4.0
154,1,10,5,3.0,4.0,0,7.0
121,2,18,5,3.0,6.0,0,9.0
118,1,20,6,1.0,3.0,0,4.0
41,1,2,6,2.0,3.0,1,5.0
82,2,5,6,4.0,0.0,0,4.0
116,1,14,1,2.0,1.0,1,3.0
183,2,3,6,4.0,1.0,0,5.0
77,2,13,4,2.0,3.0,1,5.0
20,2,10,5,2.0,1.0,1,3.0
199,2,10,1,4.0,3.0,1,7.0
121,1,11,5,4.0,0.0,0,4.0
35,1,6,6,3.0,0.0,1,3.0
93,2,13,4,0.0,3.0,1,3.0
140,1,8,4,0.0,4.0,1,4.0
8,2,2,2,1.0,6.0,0,7.0
109,1,1,1,4.0,6.0,0,10.0
114,2,8,2,3.0,1.0,0,4.0
40,1,20,2,3.0,0.0,1,3.0
145,1,1,3,0.0,6.0,1,6.0
66,1,14,1,6.0,3.0,0,9.0
75,2,9,1,2.0,1.0,0,3.0
100,2,3,3,6.0,4.0,0,10.0
21,2,20,3,0.0,0.0,0,0.0
16,2,8,5,6.0,0.0,0,6.0
180,1,8,4,0.0,3.0,0,3.0
26,1,6,5,4.0,0.0,0,4.0
36,2,12,5,0.0,0.0,0,0.0
30,1,7,2,1.0,3.0,0,4.0
59,1,18,4,1.0,4.0,0,5.0
4,2,6,2,1.0,0.0,1,1.0
114,1,11,1,6.0,6.0,0,12.0
176,2,6,5,0.0,0.0,0,0.0
47,1,2,3,4.0,4.0,0,8.0
59,1,11,2,1.0,6.0,0,7.0
175,2,5,6,4.0,2.0,0,6.0
48,2,6,1,2.0,0.0,0,2.0
109,2,7,5,2.0,4.0,1,6.0
108,1,10,1,3.0,4.0,0,7.0
189,2,4,6,4.0,4.0,0,8.0
18,2,5,5,3.0,0.0,0,3.0
25,2,4,5,0.0,6.0,0,6.0
84,2,4,6,0.0,1.0,0,1.0
131,2,10,2,4.0,1.0,0,5.0
198,1,11,4,3.0,3.0,1,6.0
45,2,17,4,2.0,0.0,0,2.0
175,1,18,2,0.0,3.0,0,3.0
15,2,19,2,3.0,0.0,0,3.0
143,1,20,1,1.0,0.0,0,1.0
16,1,15,6,4.0,0.0,1,4.0
76,2,13,2,0.0,0.0,1,0.0
88,2,15,2,2.0,1.0,0,3.0
187,2,20,2,6.0,3.0,0,9.0
117,1,14,2,1.0,0.0,1,1.0
58,1,16,5,0.0,0.0,0,0.0
192,1,17,3,0.0,1.0,1,1.0
122,2,12,4,0.0,3.0,0,3.0
57,2,12,2,1.0,3.0,1,4.0
11,1,8,4,4.0,1.0,1,5.0
62,1,18,5,0.0,4.0,0,4.0
52,1,10,1,6.0,1.0,0,7.0
128,1,10,4,0.0,2.0,0,2.0
